tree1,tree2,bipartitions,bipartitions1 posterior>0.9,bipartitions2 bootstrap>90.0,coinciding bipartitions no threshold,coinciding bipartitions,RF bipartitions no threshold,RF bipartitions,coinciding bipartitions no threshold (no nested clades),coinciding bipartitions (no nested),RF bipartitions no threshold (no nested),RF bipartitions (no nested),coinciding subtrees no threshold,RF subtrees no threshold,coinciding subtrees,RF subtrees
Asia1_P1,Asia1_Coord_4981_6100,120,57,40,30,19,4.7104,4.7792,1,12,171.4552,11.8453,18,6.8082,18,6.8082
